City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,polyarnyy,69.1989,33.4478,24.12,85.0,51.0,32.41,RU,1700262707.0
300,dokshytsy,54.8924,27.7689,25.05,77.0,12.0,5.75,BY,1700262708.0
301,metlili chaamba,32.2667,3.6333,63.19,28.0,0.0,4.9,DZ,1700262708.0
302,inarajan village,13.2736,144.7484,80.74,93.0,100.0,5.46,GU,1700262708.0
303,la paz,-16.5,-68.15,62.58,39.0,75.0,17.27,BO,1700262710.0
304,crane,31.3974,-102.3501,70.16,33.0,69.0,10.33,US,1700262711.0
305,zouerate,22.7187,-12.4521,72.86,18.0,2.0,9.64,MR,1700262712.0
306,greymouth,-42.4667,171.2,56.26,54.0,4.0,7.78,NZ,1700262712.0
307,humaita,-7.5061,-63.0208,89.89,38.0,54.0,2.84,BR,1700262713.0
308,mejit,10.2753,170.8646,82.6,76.0,11.0,17.45,MH,1700262713.0
309,djenne,13.9061,-4.5533,86.31,27.0,3.0,12.8,ML,1700262455.0
310,la passe,45.5549,-0.8967,52.03,88.0,94.0,7.43,FR,1700262714.0
311,krasnokamensk,50.0979,118.0369,5.61,94.0,99.0,3.96,RU,1700262714.0
312,senak'i,42.2704,42.0675,46.49,80.0,100.0,9.44,GE,1700262714.0
313,liwa,24.5361,56.5656,73.42,73.0,0.0,3.44,OM,1700262715.0
314,sitka,57.0531,-135.33,44.49,87.0,100.0,3.44,US,1700262715.0
315,sao vicente,-23.9631,-46.3919,84.38,26.0,91.0,5.19,BR,1700262715.0
317,songjianghe,42.1859,127.479,15.75,94.0,100.0,8.14,CN,1700262716.0
318,khamis mushait,18.3064,42.7292,65.44,52.0,20.0,5.75,SA,1700262716.0
319,badr hunayn,23.7829,38.7905,81.7,39.0,86.0,1.61,SA,1700262716.0
320,rodolfo sanchez taboada,31.7167,-116.5667,68.11,76.0,2.0,1.99,MX,1700262717.0
321,yuzhno-kurilsk,44.0306,145.8556,55.38,92.0,56.0,21.43,RU,1700262717.0
322,diamantino,-14.4086,-56.4461,92.16,28.0,100.0,6.62,BR,1700262717.0
323,coahuayana de hidalgo,18.7,-103.6583,84.04,74.0,71.0,3.51,MX,1700262718.0
324,quarai,-30.3875,-56.4514,72.64,90.0,95.0,10.51,BR,1700262718.0
325,khovd,48.0056,91.6419,23.97,67.0,77.0,1.95,MN,1700262718.0
326,concepcion,-36.827,-73.0498,52.59,72.0,80.0,8.55,CL,1700262718.0
327,newnham,-41.3833,147.1333,64.85,59.0,95.0,3.44,AU,1700262719.0
328,pacific grove,36.6177,-121.9166,69.08,69.0,75.0,14.0,US,1700262719.0
329,las tablas,7.7667,-80.2833,75.09,93.0,100.0,4.63,PA,1700262719.0
330,la ronge,55.1001,-105.2842,35.19,66.0,17.0,7.65,CA,1700262720.0
331,genhe,50.7833,121.5167,-1.07,99.0,87.0,3.0,CN,1700262720.0
332,salalah,17.0151,54.0924,78.89,83.0,20.0,3.44,OM,1700262572.0
333,saint-philippe,-21.3585,55.7679,67.59,74.0,41.0,9.6,RE,1700262720.0
334,belozersk,60.0326,37.7957,22.98,73.0,82.0,5.99,RU,1700262721.0
335,parun,35.4207,70.9221,37.58,39.0,97.0,4.5,AF,1700262721.0
336,quatre cocos,-20.2078,57.7625,75.31,83.0,100.0,12.8,MU,1700262722.0
337,kuanda,56.3161,116.0806,6.87,95.0,96.0,1.23,RU,1700262722.0
338,papao,-17.75,-149.55,83.88,77.0,57.0,24.83,PF,1700262722.0
339,diego de almagro,-26.3667,-70.05,68.5,21.0,27.0,8.46,CL,1700262723.0
340,tayoltita,24.0833,-105.9333,80.42,58.0,9.0,5.08,MX,1700262723.0
341,benguela,-12.5763,13.4055,79.5,81.0,61.0,5.21,AO,1700262724.0
342,arraial do cabo,-22.9661,-42.0278,76.37,87.0,99.0,19.89,BR,1700262724.0
343,extrema,-22.8547,-46.3183,78.28,53.0,41.0,6.08,BR,1700262442.0
344,nar'yan-mar,67.6713,53.087,1.11,88.0,69.0,8.99,RU,1700262725.0
345,lucas,41.6501,-83.6666,46.36,73.0,100.0,12.66,US,1700262725.0
346,portland,45.5234,-122.6762,58.98,64.0,40.0,10.0,US,1700262552.0
347,khanty-mansiysk,61.0042,69.0019,12.31,85.0,40.0,2.24,RU,1700262726.0
348,shushenskoye,53.325,91.9356,35.91,88.0,100.0,5.19,RU,1700262726.0
349,uliastay,47.7417,96.8444,18.63,60.0,17.0,7.09,MN,1700262726.0
350,jungapeo de juarez,19.45,-100.4833,77.81,54.0,0.0,3.15,MX,1700262726.0
352,ulsteinvik,62.3432,5.8487,37.76,78.0,23.0,3.0,NO,1700262727.0
353,kuqa,41.7278,82.9364,35.55,43.0,12.0,1.3,CN,1700262728.0
354,el calafate,-50.3408,-72.2768,48.31,62.0,99.0,13.58,AR,1700262728.0
355,akureyri,65.6835,-18.0878,24.73,86.0,0.0,0.0,IS,1700262728.0
356,san juan del sur,11.2529,-85.8705,84.42,79.0,40.0,0.0,NI,1700262729.0
357,basoko,1.2391,23.616,70.54,97.0,99.0,2.89,CD,1700262436.0
359,al mishkhab,31.8042,44.4911,60.91,49.0,0.0,6.73,IQ,1700262730.0
360,hasaki,35.7333,140.8333,55.8,57.0,96.0,24.49,JP,1700262730.0
361,chernomorskoye,45.5039,32.6997,47.14,74.0,87.0,17.67,UA,1700262731.0
362,komarichi,52.4151,34.7905,28.47,85.0,100.0,9.6,RU,1700262731.0
363,mandan,46.8267,-100.8896,48.96,53.0,0.0,9.22,US,1700262563.0
364,yaren,-0.5472,166.916,83.62,78.0,29.0,9.98,NR,1700262731.0
365,reggane,26.7158,0.1714,72.7,21.0,0.0,10.96,DZ,1700262732.0
366,lobujya,27.95,86.8167,12.27,31.0,0.0,9.08,NP,1700262732.0
367,cabedelo,-6.9811,-34.8339,79.47,79.0,1.0,11.52,BR,1700262732.0
368,nuuk,64.1835,-51.7216,29.01,69.0,75.0,3.44,GL,1700262733.0
369,ust'-kut,56.7938,105.7672,24.44,96.0,99.0,5.99,RU,1700262733.0
370,santo antonio do ica,-3.1022,-67.9397,84.96,61.0,74.0,1.88,BR,1700262733.0
371,hillsborough,37.5741,-122.3794,66.65,88.0,100.0,8.05,US,1700262683.0
372,san andres,12.5847,-81.7006,84.22,79.0,40.0,13.8,CO,1700262734.0
373,rio grande,-32.035,-52.0986,71.71,92.0,43.0,18.81,BR,1700262632.0
374,pitimbu,-7.4706,-34.8086,79.39,78.0,6.0,10.83,BR,1700262735.0
375,afaahiti,-17.75,-149.2833,82.27,76.0,81.0,22.24,PF,1700262735.0
376,santo antonio,-6.3106,-35.4789,75.4,82.0,3.0,8.43,BR,1700262735.0
377,ranot,7.7777,100.3213,81.5,81.0,100.0,20.24,TH,1700262736.0
378,carnarvon,-24.8667,113.6333,73.94,69.0,0.0,9.53,AU,1700262674.0
379,cocal,-28.6167,-49.35,70.95,99.0,100.0,7.07,BR,1700262737.0
380,gillette,44.2911,-105.5022,55.02,33.0,0.0,4.61,US,1700262607.0
381,mermoz boabab,14.7065,-17.4758,79.36,69.0,1.0,10.25,SN,1700262737.0
382,villanueva de cordoba,38.3228,-4.6287,53.82,79.0,30.0,3.94,ES,1700262738.0
383,kone,-21.0595,164.8658,86.7,45.0,1.0,4.07,NC,1700262738.0
384,nantucket,41.2835,-70.0995,57.31,89.0,0.0,13.8,US,1700262573.0
385,mahibadhoo,3.7833,72.9667,81.54,77.0,56.0,4.88,MV,1700262739.0
386,visby,57.6409,18.296,34.02,93.0,100.0,3.44,SE,1700262739.0
388,portage la prairie,49.9728,-98.2926,35.11,55.0,2.0,12.33,CA,1700262740.0
389,puerto baquerizo moreno,-0.9,-89.6,73.53,86.0,31.0,11.95,EC,1700262575.0
390,cardigan,52.0847,-4.6591,52.92,94.0,100.0,27.98,GB,1700262740.0
391,fes al bali,34.0701,-4.9547,57.33,40.0,0.0,9.22,MA,1700262741.0
392,homer,59.6425,-151.5483,30.07,67.0,75.0,10.36,US,1700262743.0
393,leh,34.1667,77.5833,29.97,33.0,24.0,3.67,IN,1700262746.0
394,cidreira,-30.1811,-50.2056,68.85,98.0,100.0,14.67,BR,1700262715.0
395,copiapo,-27.3667,-70.3333,68.94,36.0,3.0,4.61,CL,1700262748.0
396,sorong,-0.8833,131.25,79.74,84.0,6.0,7.87,ID,1700262748.0
397,hargeysa,9.56,44.065,69.12,83.0,97.0,5.19,SO,1700262502.0
398,surman,32.7567,12.5716,68.72,56.0,1.0,5.37,LY,1700262751.0
400,al hada,21.3675,40.2869,56.59,60.0,78.0,4.97,SA,1700262754.0
401,al fqih ben calah,32.5009,-6.6906,67.17,28.0,0.0,3.38,MA,1700262755.0
402,egilsstadir,65.2653,-14.3948,35.51,93.0,100.0,9.22,IS,1700262755.0
403,tolanaro,-25.0319,46.9987,71.02,88.0,100.0,13.89,MG,1700262755.0
404,berezovyy,51.6667,135.7,20.1,84.0,100.0,2.51,RU,1700262755.0
405,port blair,11.6667,92.75,77.04,94.0,100.0,1.14,IN,1700262700.0
406,fort st. john,56.2499,-120.8529,43.61,72.0,100.0,10.54,CA,1700262459.0
407,ascension,30.2169,-90.9001,75.2,76.0,75.0,0.0,US,1700262756.0
408,bokoro,12.3807,17.0568,78.44,15.0,74.0,12.12,TD,1700262757.0
409,dakhla,23.6848,-15.958,69.75,72.0,2.0,14.58,EH,1700262758.0
410,sandakan,5.8402,118.1179,77.52,91.0,96.0,0.54,MY,1700262758.0
411,el bauga,18.262,33.9081,77.59,41.0,78.0,8.23,SD,1700262758.0
412,cockburn town,21.4612,-71.1419,81.59,82.0,100.0,16.17,TC,1700262759.0
413,urangan,-25.3,152.9,73.54,64.0,99.0,18.88,AU,1700262599.0
414,koulamoutou,-1.1303,12.4736,71.46,100.0,99.0,0.94,GA,1700262760.0
415,mooirivier,-29.2082,29.9946,61.18,84.0,84.0,5.17,ZA,1700262760.0
416,xai-xai,-25.0519,33.6442,70.45,70.0,94.0,10.07,MZ,1700262761.0
417,dongkan,33.9997,119.8308,35.74,43.0,0.0,7.14,CN,1700262761.0
418,manali,13.1667,80.2667,80.08,87.0,100.0,10.96,IN,1700262761.0
419,sinjar,36.3209,41.8754,59.74,74.0,20.0,5.95,IQ,1700262762.0
420,kongolo,-5.3833,27.0,69.67,97.0,95.0,1.88,CD,1700262762.0
421,bel ombre,-4.6167,55.4167,80.44,83.0,20.0,3.44,SC,1700262763.0
422,vadso,70.0744,29.7487,28.56,86.0,75.0,24.16,NO,1700262763.0
423,porbandar,21.6422,69.6093,75.34,45.0,3.0,11.05,IN,1700262763.0
424,santa rita,-7.1139,-34.9781,79.47,83.0,40.0,6.91,BR,1700262764.0
425,redencao,-4.2258,-38.7306,76.77,84.0,34.0,5.97,BR,1700262764.0
426,ingeniero jacobacci,-41.3427,-69.5448,43.34,38.0,84.0,29.37,AR,1700262764.0
427,antsiranana,-12.2787,49.2917,78.73,78.0,97.0,15.86,MG,1700262764.0
428,kununurra,-15.7667,128.7333,84.18,84.0,14.0,4.61,AU,1700262765.0
429,zhosaly,45.4878,64.0781,52.2,48.0,66.0,15.5,KZ,1700262765.0
430,conceicao da barra,-18.5933,-39.7322,77.94,85.0,5.0,14.16,BR,1700262765.0
431,cambria,35.5641,-121.0808,70.77,90.0,81.0,10.0,US,1700262766.0
432,peace river,56.2501,-117.286,46.71,65.0,75.0,8.05,CA,1700262766.0
433,swakopmund,-22.6833,14.5333,61.99,88.0,11.0,4.54,NA,1700262766.0
434,suncho corral,-27.9336,-63.4294,92.71,39.0,12.0,12.59,AR,1700262766.0
435,limassol,34.675,33.0333,60.87,72.0,20.0,3.44,CY,1700262767.0
436,zaragoza,41.6561,-0.8773,57.02,61.0,0.0,6.91,ES,1700262767.0
437,floro,61.5996,5.0328,41.97,80.0,0.0,9.22,NO,1700262767.0
438,lockwood,45.8191,-108.4149,60.69,34.0,20.0,9.22,US,1700262768.0
439,mamou,10.5,-12.0,70.66,64.0,0.0,2.62,GN,1700262768.0
440,cedar falls,42.5278,-92.4455,44.55,38.0,0.0,3.44,US,1700262766.0
441,guiping,23.3925,110.0814,52.5,73.0,15.0,3.85,CN,1700262769.0
442,anapa,44.8908,37.3239,43.14,93.0,75.0,15.66,RU,1700262769.0
443,bubaque,11.2833,-15.8333,82.63,70.0,0.0,9.78,GW,1700262769.0
444,bereznik,62.8551,42.7072,15.8,92.0,70.0,6.11,RU,1700262770.0
445,ta`u,-14.2336,-169.5144,82.33,83.0,100.0,17.85,AS,1700262770.0
446,dubbo,-32.25,148.6167,69.93,49.0,0.0,12.66,AU,1700262770.0
447,kiruna,67.8557,20.2251,14.92,79.0,40.0,11.5,SE,1700262770.0
448,retreat,38.8245,-85.8533,58.12,98.0,83.0,5.99,US,1700262771.0
449,karasburg,-28.0167,18.75,67.1,29.0,41.0,7.07,NA,1700262771.0
450,bellmere,-27.0875,152.923,78.1,49.0,56.0,9.89,AU,1700262771.0
451,kharakvasla,18.4333,73.7667,66.87,57.0,36.0,2.42,IN,1700262771.0
452,lerwick,60.1545,-1.1494,41.0,70.0,66.0,12.48,GB,1700262772.0
453,opuwo,-18.0607,13.84,70.95,70.0,69.0,3.0,NA,1700262772.0
454,olenegorsk,68.15,33.3,17.71,85.0,24.0,11.1,RU,1700262772.0
455,sao tome,0.3365,6.7273,80.76,81.0,99.0,6.33,ST,1700262773.0
456,kudahuvadhoo,2.6708,72.8944,82.09,77.0,81.0,11.34,MV,1700262773.0
457,japaratuba,-10.5933,-36.9403,79.88,81.0,0.0,13.8,BR,1700262773.0
458,saynshand,44.8824,110.1163,22.57,56.0,0.0,7.65,MN,1700262774.0
459,cidade velha,14.9167,-23.6167,79.27,65.0,0.0,14.97,CV,1700262774.0
460,ambodifotatra,-16.9833,49.85,77.61,81.0,4.0,10.89,MG,1700262774.0
461,freeport,40.6576,-73.5832,62.96,82.0,0.0,17.27,US,1700262665.0
462,murzuq,25.9155,13.9184,63.19,38.0,0.0,5.75,LY,1700262775.0
463,corinto,37.9407,22.9573,59.9,75.0,24.0,3.58,GR,1700262775.0
464,el granada,37.5027,-122.4694,67.28,88.0,75.0,8.05,US,1700262775.0
465,pak phanang,8.3511,100.202,80.22,84.0,100.0,15.23,TH,1700262558.0
466,klaksvik,62.2266,-6.589,41.92,65.0,91.0,14.41,FO,1700262776.0
467,antofagasta,-23.65,-70.4,63.55,75.0,95.0,9.06,CL,1700262642.0
468,pinamalayan,13.0,121.4167,77.41,89.0,86.0,10.85,PH,1700262776.0
469,barmer,25.75,71.3833,64.76,30.0,67.0,6.35,IN,1700262777.0
470,potosi,-19.5836,-65.7531,61.79,20.0,70.0,18.86,BO,1700262777.0
471,merizo village,13.2658,144.6691,80.33,92.0,100.0,5.77,GU,1700262777.0
472,ibaiti,-23.8486,-50.1878,81.01,38.0,55.0,3.76,BR,1700262646.0
473,kapuskasing,49.4169,-82.4331,26.6,68.0,64.0,4.61,CA,1700262778.0
474,ketchikan,55.3422,-131.6461,50.47,93.0,100.0,18.41,US,1700262531.0
475,nzerekore,7.7562,-8.8179,72.77,92.0,90.0,0.78,GN,1700262778.0
476,jalai nur,49.45,117.7,6.28,96.0,99.0,2.39,CN,1700262779.0
477,vuktyl,63.8567,57.3094,14.11,94.0,100.0,8.99,RU,1700262779.0
478,askoy,60.4092,5.226,34.75,93.0,0.0,0.0,NO,1700262779.0
479,tromso,69.6496,18.957,30.22,93.0,100.0,4.61,NO,1700262780.0
480,falenki,58.3613,51.5946,17.89,88.0,7.0,4.97,RU,1700262780.0
481,kelibia,36.8476,11.0939,66.79,71.0,78.0,28.83,TN,1700262780.0
482,filadelfia,39.9523,-75.1638,64.99,70.0,75.0,5.75,US,1700262530.0
483,kanniyakumari,8.0833,77.5667,80.58,79.0,100.0,12.5,IN,1700262781.0
484,quillacollo,-17.4,-66.2833,80.67,36.0,75.0,18.99,BO,1700262781.0
485,cody,44.5263,-109.0565,55.62,33.0,0.0,9.22,US,1700262781.0
486,tarawa,1.419,172.984,89.69,70.0,40.0,8.05,KI,1700262782.0
487,greenville,35.6127,-77.3663,69.75,86.0,100.0,3.44,US,1700262782.0
488,bonthe,7.5264,-12.505,79.88,82.0,40.0,4.88,SL,1700262783.0
489,kavaratti,10.5669,72.642,82.58,73.0,99.0,4.81,IN,1700262783.0
490,ciudad acuna,29.3232,-100.9522,79.09,59.0,0.0,8.05,MX,1700262783.0
491,ciudad lazaro cardenas,17.9583,-102.2,83.79,77.0,45.0,9.26,MX,1700262577.0
492,horta,38.5333,-28.6333,62.02,84.0,100.0,3.0,PT,1700262784.0
493,oradea,47.0667,21.9333,42.84,100.0,75.0,18.01,RO,1700262784.0
494,nha trang,12.25,109.1833,78.8,87.0,100.0,12.95,VN,1700262568.0
495,broome,42.2506,-75.833,56.17,93.0,100.0,9.22,US,1700262785.0
496,avanigadda,16.0215,80.9181,74.95,91.0,93.0,5.08,IN,1700262785.0
497,pionerskiy,54.9508,20.2275,35.15,82.0,100.0,11.3,RU,1700262785.0
498,kobilje,46.6847,16.3978,40.6,64.0,81.0,7.9,SI,1700262786.0
499,christchurch,-43.5333,172.6333,65.53,58.0,40.0,13.8,NZ,1700262786.0
500,konarka,19.9,86.1167,72.0,85.0,76.0,6.04,IN,1700262787.0
501,tindouf,27.6711,-8.1474,68.45,21.0,0.0,6.91,DZ,1700262787.0
502,tucumcari,35.1717,-103.725,64.94,34.0,0.0,0.0,US,1700262642.0
503,kanye,-24.9667,25.3327,69.75,55.0,65.0,6.42,BW,1700262788.0
504,ambon,-3.6954,128.1814,87.93,57.0,20.0,6.91,ID,1700262788.0
505,selfoss,63.9331,-20.9971,41.04,81.0,100.0,11.18,IS,1700262788.0
506,saint-flour,45.0833,3.0,37.89,90.0,65.0,0.51,FR,1700262789.0
507,howrah,22.5892,88.3103,68.0,94.0,20.0,3.44,IN,1700262789.0
508,arteche,12.2645,125.4048,79.63,90.0,100.0,14.65,PH,1700262789.0
509,poronaysk,49.2167,143.1167,34.61,99.0,100.0,28.77,RU,1700262790.0
510,ramtek,21.4,79.3333,63.36,62.0,0.0,4.45,IN,1700262790.0
511,flying fish cove,-10.4217,105.6791,76.68,88.0,100.0,6.91,CX,1700262790.0
512,deming,32.2687,-107.7586,73.29,33.0,0.0,18.41,US,1700262632.0
513,hood river,45.7054,-121.5215,47.35,77.0,100.0,8.99,US,1700262791.0
514,masvingo,-20.0637,30.8277,65.53,31.0,35.0,5.35,ZW,1700262791.0
515,amarante,-6.2411,-42.8547,85.55,51.0,34.0,4.68,BR,1700262792.0
516,tamanrasset,22.785,5.5228,58.91,29.0,0.0,5.75,DZ,1700262792.0
517,notodden,59.5594,9.2585,21.52,91.0,42.0,3.38,NO,1700262792.0
519,granadilla de abona,28.1188,-16.576,69.76,61.0,0.0,8.05,ES,1700262793.0
520,cooper's town,26.8667,-77.5167,77.68,84.0,13.0,14.09,BS,1700262793.0
521,kidal,18.4411,1.4078,75.42,17.0,64.0,11.59,ML,1700262793.0
522,wuhai,39.6647,106.8122,33.78,22.0,0.0,3.83,CN,1700262794.0
523,felege neway,6.3,36.8833,60.85,93.0,88.0,1.57,ET,1700262794.0
524,gadzhiyevo,69.2551,33.3362,23.07,88.0,53.0,33.46,RU,1700262794.0
525,talakan,50.3167,130.3667,15.91,93.0,26.0,4.94,RU,1700262795.0
526,sharkan,57.2989,53.8712,21.67,72.0,6.0,8.05,RU,1700262795.0
527,pundong,-7.9522,110.3486,78.17,81.0,78.0,1.68,ID,1700262795.0
528,kuusamo,65.9667,29.1833,23.04,93.0,100.0,9.22,FI,1700262796.0
529,svobodnyy,51.4,128.1333,10.38,93.0,78.0,4.59,RU,1700262796.0
530,vernon,50.2581,-119.2691,45.3,66.0,0.0,2.3,CA,1700262796.0
531,taroa,8.7058,171.2275,82.08,81.0,18.0,18.03,MH,1700262796.0
532,lodwar,3.1191,35.5973,82.17,60.0,45.0,13.13,KE,1700262797.0
533,brookhaven,31.5791,-90.4407,67.8,86.0,99.0,4.68,US,1700262797.0
534,falaise,48.8922,-0.1953,49.12,96.0,100.0,8.01,FR,1700262798.0
535,eyl,7.9803,49.8164,80.51,79.0,91.0,14.09,SO,1700262798.0
536,alofi,-19.0595,-169.9187,84.09,74.0,75.0,9.22,NU,1700262798.0
537,malango,-2.9627,119.9001,70.66,92.0,99.0,1.86,ID,1700262798.0
538,kiunga,-6.1219,141.2906,76.93,93.0,87.0,0.25,PG,1700262799.0
539,thurgoona,-36.0451,146.9919,72.81,38.0,0.0,6.49,AU,1700262799.0
540,urengoy,65.9667,78.3667,-3.32,94.0,67.0,9.93,RU,1700262799.0
541,pisco,-13.7,-76.2167,69.03,77.0,0.0,18.41,PE,1700262800.0
542,chokwe,-24.5333,32.9833,72.72,54.0,36.0,8.14,MZ,1700262800.0
543,ngereklmadel,7.4883,134.4856,80.69,94.0,75.0,7.87,PW,1700262800.0
544,vila velha,-20.3297,-40.2925,80.94,84.0,0.0,14.97,BR,1700262601.0
545,tokmok,42.8417,75.3016,58.84,16.0,73.0,5.59,KG,1700262801.0
546,kokopo,-4.352,152.2633,83.41,66.0,16.0,9.26,PG,1700262801.0
547,santa cruz,-17.8,-63.1667,93.25,40.0,100.0,20.71,BO,1700262801.0
549,xining,36.6167,101.7667,32.0,29.0,0.0,2.1,CN,1700262802.0
550,pachino,36.7186,15.0907,65.23,76.0,22.0,24.2,IT,1700262802.0
551,mount isa,-20.7333,139.5,87.57,33.0,41.0,8.05,AU,1700262803.0
552,valencia,39.3333,-0.8333,58.86,80.0,60.0,2.28,ES,1700262708.0
553,mananjary,-21.2167,48.3333,73.22,88.0,97.0,5.97,MG,1700262803.0
554,sao jose da coroa grande,-8.8978,-35.1478,77.92,77.0,1.0,10.51,BR,1700262803.0
555,bongouanou,6.6486,-4.1992,72.86,99.0,92.0,2.75,CI,1700262804.0
556,port isabel,26.0734,-97.2086,80.67,76.0,0.0,9.22,US,1700262804.0
557,kalmunai,7.4167,81.8167,78.35,88.0,100.0,7.96,LK,1700262804.0
558,trairi,-3.2778,-39.2689,79.72,80.0,14.0,11.3,BR,1700262554.0
559,maun,-19.9833,23.4167,79.41,33.0,74.0,4.41,BW,1700262805.0
560,kavieng,-2.5744,150.7967,83.8,73.0,28.0,8.12,PG,1700262805.0
561,impfondo,1.6381,18.0667,71.83,87.0,97.0,2.37,CG,1700262806.0
562,banda aceh,5.5577,95.3222,79.23,84.0,100.0,2.28,ID,1700262806.0
563,minas de marcona,-15.2119,-75.1103,59.63,82.0,54.0,15.93,PE,1700262806.0
564,east end,34.5507,-92.341,66.25,83.0,99.0,6.53,US,1700262806.0
565,moyynkum,44.2914,72.9469,60.66,29.0,100.0,7.09,KZ,1700262807.0
566,priozersk,61.0393,30.1291,23.09,85.0,62.0,5.93,RU,1700262807.0
567,parintins,-2.6283,-56.7358,86.38,46.0,52.0,1.3,BR,1700262807.0
568,chulym,55.0997,80.9572,37.92,97.0,100.0,5.46,RU,1700262808.0
569,las heras,-46.5419,-68.9359,53.35,34.0,100.0,22.26,AR,1700262638.0
570,sungailiat,-1.85,106.1333,80.51,83.0,93.0,4.79,ID,1700262808.0
571,ocean city,39.2776,-74.5746,61.05,86.0,100.0,3.0,US,1700262800.0
572,vila do maio,15.1333,-23.2167,79.59,75.0,46.0,9.62,CV,1700262809.0
574,butembo,0.15,29.2833,56.53,95.0,97.0,2.48,CD,1700262810.0
575,nahiyat ash shinafiyah,31.5874,44.6602,68.22,49.0,0.0,6.49,IQ,1700262810.0
576,suntar,62.1444,117.6319,8.13,97.0,100.0,3.62,RU,1700262810.0
577,tafresh,34.692,50.013,44.42,71.0,1.0,4.68,IR,1700262811.0
578,lorengau,-2.0226,147.2712,83.12,74.0,19.0,5.84,PG,1700262811.0
579,berdigestyakh,62.0989,126.6992,15.37,98.0,100.0,3.09,RU,1700262811.0
580,kristiansund,63.1115,7.732,36.25,75.0,100.0,4.61,NO,1700262812.0
581,paragominas,-2.9667,-47.4833,84.24,56.0,90.0,4.43,BR,1700262637.0
582,deqen,29.9618,90.7188,27.88,74.0,14.0,5.28,CN,1700262812.0
583,phuthaditjhaba,-28.5242,28.8158,60.82,82.0,80.0,5.57,ZA,1700262813.0
584,buka,40.8108,69.1986,64.13,13.0,100.0,5.06,UZ,1700262813.0
585,kegeyli shahar,42.7767,59.6078,50.09,73.0,91.0,20.02,UZ,1700262813.0
586,chaoyang,41.5703,120.4586,22.66,56.0,0.0,4.32,CN,1700262814.0
587,moranha,27.1833,94.9333,60.98,97.0,100.0,5.23,IN,1700262814.0
588,bamboo flat,11.7,92.7167,77.09,94.0,100.0,1.14,IN,1700262814.0
589,ha'il,27.5219,41.6907,60.82,77.0,0.0,0.0,SA,1700262814.0
590,stony plain,53.5334,-114.0021,54.79,46.0,0.0,8.05,CA,1700262815.0
591,lhokseumawe,5.1801,97.1507,78.69,87.0,97.0,3.62,ID,1700262815.0
